Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
211.8967433,42.2398243,-71.0648379,670.3834313,641.2873535,107.3199997,16.60000038,23.42712913,9.935046196,2.5,26
212.8924364,42.24074779,-71.06447147,665.8880792,636.7945557,107.0800018,16.60000038,23.53407761,9.935046196,2.5,26
213.9061889,42.2416702,-71.06410343,661.6595745,632.5686035,106.7300034,16.70000076,23.64054911,9.935046196,2.5,24
214.9032562,42.24258689,-71.06372976,656.6940206,627.6055908,106.4899979,16.79999924,23.74724699,9.935046196,2.5,25
215.9071091,42.2435055,-71.06335516,652.5631779,623.4772949,106.1999969,17,23.85322684,9.935046196,2.5,26
216.8987444,42.24441811,-71.06298389,648.3675329,619.2841797,105.9400024,17.10000038,23.95865538,9.935046196,2.599351168,26
217.9001436,42.24532102,-71.06259302,642.995388,613.9145508,105.5299988,17.39999962,24.06433411,9.935046196,3.005674362,26
218.8988931,42.24622873,-71.0622126,638.5055607,609.4272461,105.3499985,17.39999962,24.16960071,9.935046196,2.781611204,26
219.8948368,42.24713111,-71.06182595,633.9920617,604.9162598,104.9899979,17.70000076,24.27466693,9.935046196,2.648583651,26
220.9019282,42.24803115,-71.06143739,629.7563996,600.6831055,104.7799988,17.79999924,24.37941547,9.935046196,2.668518305,26
221.8954654,42.24892605,-71.06103992,624.5543148,595.4835205,104.4400024,18.10000038,24.48335584,9.935046196,2.854383945,26
222.9037568,42.24981423,-71.06064627,620.0746612,591.0063477,104.1100006,18.20000076,24.5876858,9.935046196,3.203871727,26
223.8915579,42.25070513,-71.06024864,616.6826449,587.6168213,103.8899994,18.39999962,24.69166431,9.935046196,3.639424086,26
224.8922071,42.25159336,-71.0598537,614.728625,585.6652832,103.4000015,18.5,24.79536528,10.08162975,3.943194866,25
225.8971636,42.25248081,-71.0594664,614.3063495,585.2454834,102.9400024,18.29999924,24.89867644,10.22072792,4.290840149,25
226.897441,42.25336131,-71.05906575,614.3479513,585.2895508,102.9100037,18.89999962,25.00092086,10.0706501,4.365437508,25
227.8996358,42.25422688,-71.05864654,610.6768121,581.6208496,102.3799973,19,25.10301577,10.06670284,4.52646637,25
228.8972917,42.25509523,-71.05824351,609.0274033,579.973877,101.9499969,19,25.20557915,10.15314007,4.699181557,25
229.8955781,42.25596652,-71.05783454,609.2285695,580.1774902,101.7900009,19.20000076,25.30824431,10.28836346,4.822268486,25
230.8884553,42.25683401,-71.05740745,608.4319323,579.3833008,101.5199966,19.5,25.40973949,10.36058331,4.864467621,26
231.895249,42.25769535,-71.05699934,608.528754,579.4825439,101.2699966,19.5,25.51117522,10.1988554,4.594521046,26
232.899851,42.25855439,-71.05658461,605.34506,576.3012695,101.0400009,19.79999924,25.61235843,9.971141815,4.254687309,24
233.8926138,42.2594085,-71.0561605,603.0130579,573.9716797,100.9700012,19.70000076,25.71345423,9.935046196,4.166596889,25
234.9075593,42.26026558,-71.05575064,602.0010023,572.9620361,100.6999969,19.79999924,25.81429279,9.935046196,4.124130726,25
235.9034533,42.26111869,-71.05533505,599.2575082,570.2209473,100.7200012,19.70000076,25.91454429,10.05812931,4.297850609,23
236.9030323,42.26196806,-71.0549265,596.8293351,567.795166,99.90000153,19.70000076,26.01306607,10.33891773,4.662721634,22
237.9051746,42.26280299,-71.05452581,594.7537421,565.7219238,98.51999664,19.60000038,26.11263359,10.73438072,4.976605415,23
238.9015841,42.2636474,-71.05412322,593.5597155,564.5302734,98.90000153,19.60000038,26.21625205,10.95569229,5.030799389,21
239.8981575,42.2645233,-71.05369343,585.9597096,556.9327393,101.2900009,20.10000038,26.31616854,10.65835762,4.496405125,22
240.8971254,42.26536953,-71.05328508,581.932301,552.9077148,100.6900024,19.89999962,26.41601125,10.67660618,4.012930393,21
241.9015642,42.26621376,-71.05287186,577.1962764,548.1740723,100.4499969,19.89999962,26.51604467,10.35856438,3.723900557,23
242.905547,42.26706008,-71.05245963,572.5062675,543.4864502,100.2099991,19.89999962,26.61627764,10.29802513,3.693186998,23
243.8998593,42.26790833,-71.05204748,567.634735,538.6173096,100.1500015,19.89999962,26.71610737,10.75480366,4.244638443,23
244.9037729,42.26875432,-71.05164134,563.2093785,534.1943359,100.0199966,19.70000076,26.8177299,10.67601204,4.593064308,23
245.900959,42.2696108,-71.05121043,557.6041717,528.5915527,99.69000244,20.10000038,26.91745581,10.26307201,4.313464165,23
246.9025363,42.27045107,-71.05078674,551.0956898,522.0854492,99.40000153,20.10000038,27.01775281,10.02310562,4.49519825,24
247.892403,42.27129922,-71.0503719,544.0505105,515.0426636,99.58000183,19.60000038,27.11742581,9.935046196,3.83032608,25
248.9017165,42.27214241,-71.04996082,538.8038078,509.7983398,99.25,19.89999962,27.21658198,9.935046196,3.76876688,25
249.9017567,42.272982,-71.04955477,533.3552738,504.3521729,99.15000153,19.79999924,27.31595949,10.23404694,4.098062038,25
250.8975015,42.27382334,-71.04914734,527.8204306,498.8197021,99.19000244,19.79999924,27.4147918,10.60394859,4.726993084,25
251.9009703,42.27465986,-71.04874137,522.4780443,493.4796753,98.98000336,19.79999924,27.51426281,11.16092205,5.464272022,25
252.895371,42.27551112,-71.04836977,520.2966504,491.3006592,99.12999725,19.39999962,27.61149338,11.23163605,4.790049076,24
253.9019538,42.27632922,-71.04795252,514.1501663,485.1564941,98.22000122,19.70000076,27.7077755,11.31207561,5.163141727,22
254.8976098,42.27714512,-71.04756066,510.5821321,481.5907593,98.23999786,19.5,27.8057451,10.69787502,4.927241802,20
255.8991289,42.27797434,-71.04715822,506.0145462,477.0255127,97.91000366,19.79999924,27.90385629,10.80310917,5.393215656,15
256.9003426,42.27879771,-71.04672959,495.4813231,466.4946289,97.91999817,19.79999924,28.00279943,10.28263569,4.233733654,15
257.907308,42.2796387,-71.04633668,489.0428018,460.0584717,97.55999756,19.70000076,28.10012697,10.29924965,4.42364502,19
258.8878758,42.28046584,-71.04594972,483.9268287,454.9448242,97.01000214,19.70000076,28.19767926,10.2427578,4.328299522,22
259.8951283,42.28129162,-71.04554932,478.3002312,449.3205566,96.66999817,19.60000038,28.2945472,10.18872833,4.292062759,23
260.8991207,42.28211803,-71.04517681,474.321536,445.3441772,96.05999756,19.29999924,28.39069858,10.11657333,4.154907227,23
261.8982976,42.2829386,-71.04480816,469.3943714,440.4193115,95.55000305,18.89999962,28.48630222,10.11688137,4.273783684,23
262.9009229,42.2837534,-71.04443718,466.1085164,437.1357422,94.91999817,18.70000076,28.58051936,10.08806515,4.14125967,25
263.9023902,42.28455549,-71.04406801,460.9275532,431.9570313,93.98999786,19,28.67382212,9.935046196,3.957346678,25
264.9026363,42.28534735,-71.04369285,456.8345032,427.8662109,93.66000366,19.29999924,28.7661744,10.02007389,4.127151489,25
265.9026201,42.28613065,-71.04331961,453.2395228,424.2734375,92.73000336,19.5,28.85897189,10.0276041,4.164934635,24
266.8986855,42.28691826,-71.04294662,449.101868,420.1380005,92.19999695,19.70000076,28.95092943,10.04458046,4.127659321,23
267.9000116,42.28769665,-71.04256903,442.9923712,414.0307007,91.52999878,20,29.04230154,10.11486244,4.183538914,23
268.9005806,42.28847177,-71.04220025,437.6711566,408.7116699,90.83000183,20.10000038,29.13290141,10.04074287,3.912021875,23
269.9007406,42.28923474,-71.04181375,430.7471186,401.7897949,90.40000153,20.29999924,29.22293348,9.935046196,3.703727484,23
270.9006157,42.28999591,-71.0414406,424.2300141,395.2748413,89.73000336,20.10000038,29.31195603,9.935046196,3.603927612,23
271.9020109,42.29074976,-71.04107619,417.7705502,388.8175049,89.19999695,20,29.40091411,9.935046196,3.414237738,23
272.9003032,42.29150366,-71.0407143,412.0674963,383.1165771,88.62999725,19.89999962,29.48953606,9.935046196,3.143266201,24
273.9013627,42.29225251,-71.0403455,406.3263042,377.3775024,88.08000183,19.89999962,29.57847502,9.935046196,2.943546295,24
274.9037961,42.29300263,-71.03997019,399.9929421,371.0462646,88.16999817,19.89999962,29.66544045,9.935046196,3.08420682,23
275.9030413,42.29373659,-71.03960498,394.970845,366.0262451,86.73000336,20.29999924,29.75206653,9.935046196,2.806590796,23
276.8966802,42.29446876,-71.03924516,390.3713018,361.428772,86.41999817,20.29999924,29.83776296,9.935046196,2.781769276,24
277.8962382,42.29519183,-71.03888461,385.8280558,356.8875732,85.72000122,20.29999924,29.92290853,9.935046196,2.691731215,23
278.9017093,42.29590947,-71.03852352,380.8955409,351.9570923,85.13999939,20.20000076,30.00764267,9.935046196,2.642986059,24
279.8945722,42.29662674,-71.03817563,375.8639744,346.9275513,84.58000183,20.10000038,30.09215191,9.935046196,2.635192156,24
280.8904779,42.29734096,-71.03782437,371.2853555,342.3509521,84.01000214,20.10000038,30.17603201,9.935046196,2.628113747,24
281.9013275,42.29805116,-71.03748058,366.8874151,337.9550171,83.44000244,19.89999962,30.25870622,9.935046196,2.746694326,24
282.8968977,42.29874971,-71.03713634,360.4115621,331.4811401,82.87999725,20,30.34222419,9.935046196,3.012040377,24
283.8982004,42.29945808,-71.03679873,356.2460516,327.317627,82.33999634,19.89999962,30.42456724,9.935046196,2.975348949,26
284.8979831,42.30015561,-71.03646253,351.2996245,322.3731689,81.90000153,19.60000038,30.50580149,9.935046196,3.091311455,25
285.898249,42.30084173,-71.0361233,346.2017966,317.2772827,81.19999695,19.70000076,30.58655922,9.935046196,3.062996387,25
286.9031608,42.30152683,-71.03579738,342.0691277,313.1465454,80.66999817,19.70000076,30.66705718,9.935046196,3.046020985,25
287.9002743,42.30220855,-71.03546802,337.7360869,308.8154297,80.09999847,19.70000076,30.7469676,9.935046196,3.043880701,25
288.9008672,42.30288545,-71.03514165,333.017623,304.098877,80.05999756,19.39999962,30.8267008,9.935046196,3.197404385,25
289.9002053,42.30356206,-71.03482063,328.8535452,299.9367065,79.62000275,19.39999962,30.90460793,10.16350365,3.690792084,24
290.8981173,42.30422186,-71.03450194,324.3916599,295.4766846,77.98999786,19.39999962,30.98289878,10.00548935,3.672354937,23
291.8997757,42.30488651,-71.0341878,320.7673502,291.854248,77.59999847,19.5,31.06081294,9.97365284,3.693692923,23
292.9063941,42.3055469,-71.03387109,316.596541,287.6853027,77.58000183,19.60000038,31.13729596,10.14410782,4.041547298,23
293.9088543,42.30619473,-71.03355856,312.8447115,283.9353027,76.25,19.60000038,31.21342432,10.05226803,3.86883831,24
294.9072673,42.30683851,-71.03324354,308.5455276,279.6379395,75.95999908,19.70000076,31.28894678,10.07208538,3.855518579,26
295.8992672,42.30747642,-71.03292825,304.3579917,275.4522095,75.58999634,19.79999924,31.36446661,10.06724548,3.932023525,26
296.8910629,42.30811489,-71.03261513,300.5867153,271.6827393,75.13999939,19.70000076,31.43979517,10.04583645,3.999449253,23
297.8984287,42.30875398,-71.03231127,297.0633673,268.1611938,75.05999756,19.60000038,31.51506193,10.04074192,3.992898703,24
298.9021601,42.30939054,-71.03200005,293.5700508,264.6696777,74.93000031,19.70000076,31.59052972,9.966192245,3.944097042,25
299.8961532,42.31002764,-71.03168369,289.7032559,260.8046875,74.83000183,19.70000076,31.66507675,9.935046196,3.944244623,26
300.8947163,42.31065803,-71.03137513,286.0063432,257.1095581,74.44999695,19.60000038,31.74049434,10.27425003,4.200380325,25
301.8902729,42.31129738,-71.031069,282.3259496,253.4309692,74.76999664,19.70000076,31.81516074,10.61867142,4.618765354,25
302.8944503,42.31193083,-71.03076771,279.4425097,250.5493164,74.70999908,19.79999924,31.89054994,10.41706371,4.313939095,25
303.8990724,42.31256804,-71.03045453,274.337923,245.4465332,74.68000031,19.89999962,31.96556772,10.34218788,4.137980461,24
304.9003475,42.31320354,-71.03014826,270.8569408,241.9673462,74.56999969,19.89999962,32.04044808,10.30037308,4.01724577,24
305.9048598,42.31383714,-71.02983977,266.5080421,237.6202393,74.66999817,20,32.11518639,10.12742519,3.904900789,24
306.8999733,42.31446742,-71.02952402,262.7753587,233.8893433,74.68000031,20.20000076,32.18934586,10.12147617,4.209997654,24
307.8951719,42.31509287,-71.0292109,258.2491099,229.3648682,74.55000305,20.10000038,32.26323367,10.26193714,4.754617214,24
308.8988926,42.31571916,-71.02891061,254.2452661,225.362793,74.66000366,19.70000076,32.33866937,10.46159935,5.1361866,23
309.9012139,42.31635682,-71.02859743,251.5809855,222.7003174,74.80000305,19.89999962,32.41313789,10.22374439,4.685002804,23
310.8984195,42.31699138,-71.02830786,248.7629176,219.8840332,74.61000061,19.39999962,32.48815777,10.25395107,4.678664207,22
311.897485,42.31762661,-71.02800047,244.5739882,215.6968994,75.01999664,19.70000076,32.56299568,10.24268723,4.682742596,22
312.9023901,42.31826386,-71.02770763,241.1965853,212.3212891,74.45999908,19.60000038,32.63725106,10.14961147,4.559916019,21
313.8970838,42.31889451,-71.02741062,237.0894604,208.2159424,74.33999634,19.60000038,32.71244991,10.20837879,4.912503242,21
314.9030536,42.31953106,-71.02710175,233.4624162,204.5906982,74.76000214,19.79999924,32.78767894,10.24196529,4.814638138,22
315.8949553,42.32016774,-71.02679228,229.9690383,201.0991211,74.62999725,19.79999924,32.86326192,10.12869453,4.611543655,23
316.900223,42.32080477,-71.02647157,225.0982116,196.2301025,74.51000214,19.79999924,32.93816191,10.1622324,4.707377434,23
317.9000398,42.32143685,-71.0261567,220.0382528,191.171936,74.37999725,19.5,33.01267807,10.14971161,4.73316288,23
318.906381,42.32206797,-71.02585194,215.5796205,186.7150879,74.34999847,19.60000038,33.08706158,10.11285686,4.639549255,23
319.9016173,42.3227007,-71.02555828,211.359882,182.4971313,74.19000244,19.39999962,33.1611564,10.09219646,4.604017258,23
320.8933391,42.32333055,-71.02526409,207.4909196,178.6299438,74,19.39999962,33.23500575,10.36649609,5.196818352,22
321.8907997,42.32395841,-71.02497125,203.7626489,174.9034424,74,19.39999962,33.3092865,10.79920578,6.288345337,16
322.8948899,42.32458848,-71.02467104,202.05805,173.2006226,74.33999634,19.60000038,33.38339617,11.17394161,7.210916996,17
323.9016061,42.32521923,-71.02437983,201.5847166,172.7290649,74.37000275,19.60000038,33.45815461,11.16475868,7.534650803,17
324.8927768,42.32585808,-71.02409649,201.1281517,172.274292,73.91000366,19.29999924,33.53162751,11.0972681,7.939079762,17
325.8987181,42.32647947,-71.02379261,199.7343026,170.8822021,74.12999725,20.10000038,33.60503268,11.39331245,8.341098785,17
326.9025477,42.32710618,-71.02351203,199.4592276,170.6088867,73.79000092,19.10000038,33.67843965,12.29163456,8.686823845,15
327.8952313,42.32773875,-71.02325656,197.9214566,169.072876,73.66999817,17.89999962,33.75090699,13.12475777,8.638293266,15
328.8902533,42.32835498,-71.02296965,196.907391,168.0605469,73.19999695,18.60000038,33.82544941,13.41631413,8.784575462,14
329.9113683,42.32897385,-71.02262109,195.4297213,166.5846558,73.80000305,20.10000038,33.89747642,13.5357933,8.608751297,15
330.901316,42.32959119,-71.02235576,192.5795444,163.7362061,73.25,18.5,33.97572038,13.97968388,9.128350258,15
331.9005032,42.3302586,-71.02205418,193.0881057,164.2466431,74.87000275,18.5,34.05247943,13.6367836,8.960427284,15
332.8937395,42.33090444,-71.02172445,192.3096575,163.4700317,74.80999756,19.39999962,34.12510014,13.89404297,9.282187462,16
333.8976976,42.33151717,-71.02141869,191.2899134,162.4520264,73.75,19.39999962,34.19404881,14.53334713,9.589069366,17
334.8966536,42.3321094,-71.02117018,191.6563017,162.8200684,72.54000092,18.5,34.27051883,14.46043396,9.259338379,17
335.9033,42.33276472,-71.02088804,191.795581,162.9611816,74.31999969,18.29999924,34.33898276,14.19995499,8.937789917,17
336.8978906,42.33333768,-71.0205831,188.267699,159.4349365,71.91999817,19.70000076,34.41146641,14.01669312,9.196749687,17
337.8942359,42.33395223,-71.02028905,185.333589,156.5025635,73.01000214,19.10000038,34.48659239,15.075634,9.195766449,17
338.8970662,42.33459073,-71.01999026,184.4057018,155.5764771,73.80000305,18.79999924,34.55665363,15.19880199,9.789743423,15
339.8974722,42.33519414,-71.01974492,181.060027,152.2324829,72.54000092,18,34.62695668,14.64161015,9.292896271,15
340.8886548,42.33579493,-71.01947848,177.6648472,148.8389893,71.97000122,18.39999962,34.70084363,14.1456213,9.294606209,15
341.8986442,42.33641656,-71.0191609,175.7634203,146.9393311,73.26999664,19.29999924,34.77435146,14.27132225,9.323366165,14
342.8921854,42.33704715,-71.01889247,174.7460929,145.9237671,73.48000336,18.20000076,34.85090867,14.35407734,9.317393303,16
343.906175,42.33769639,-71.01858246,173.621211,144.8007202,74.47000122,18.60000038,34.92147856,14.42234612,9.484031677,16
344.8951361,42.33828964,-71.01827744,169.3341825,140.5153809,72.47000122,19.29999924,34.99363366,15.06410122,9.465778351,16
345.8915988,42.338897,-71.01796837,165.416073,136.598999,72.80999756,19.39999962,35.0687448,15.99886703,9.592372894,16
346.9020994,42.33949166,-71.01753489,160.4758909,131.6605835,73.62000275,21.79999924,35.14138571,13.66361618,9.156294823,16
347.9002676,42.34010369,-71.01722583,155.9229427,127.109375,72.98999786,20.39999962,35.21433983,14.48857975,9.229174614,15
348.8976638,42.34071779,-71.01691338,152.1863935,123.3745728,72.91000366,20.29999924,35.28566667,15.54343605,9.514663696,14
349.8966575,42.34130816,-71.01657399,148.6361687,119.8260498,72.73000336,20.89999962,35.35947267,17.26163101,9.573299408,14
350.8993299,42.34193011,-71.01626034,145.8840957,117.0757446,73.34999847,20.79999924,35.43206592,14.25512123,9.615192413,13
351.9057029,42.34253726,-71.0159357,141.937535,113.1309204,73.04000092,21.20000076,35.50499503,14.31829166,9.900780678,13
352.89985,42.34315009,-71.01561956,139.59564,110.7907715,72.86000061,20.89999962,35.57916214,15.57998562,10.17416573,14
353.8966529,42.34377815,-71.01531573,137.3504538,108.5473633,72.76999664,20.29999924,35.64959006,17.55449677,10.51072311,14
354.8945748,42.34438136,-71.01505443,133.2957851,104.4943848,71.91999817,19.39999962,35.72234571,14.28586578,10.66575146,14
355.8980539,42.34499789,-71.01475798,130.3174781,101.5178223,72.11000061,19.60000038,35.79404976,15.26388836,10.88659191,15
356.9000931,42.34560335,-71.01445772,126.6932622,97.89532471,71.65000153,19.5,35.86926476,16.30722809,10.76393318,15
357.8977461,42.3462253,-71.01409789,121.5578614,92.76171875,72.87999725,20.89999962,35.94261945,15.37547207,11.32680225,15
358.89659,42.34684264,-71.01378322,118.8446174,90.05023193,72.43000031,20.70000076,36.01578136,14.78751564,11.1566124,15
359.9003997,42.34746675,-71.01350135,116.8117338,88.019104,72.87999725,19.70000076,36.0857127,15.96830559,11.62213898,15
360.8992056,42.34805433,-71.01319797,112.5294804,83.73852539,71.58000183,20.20000076,36.15516496,14.44055653,11.43936634,15
361.8965971,42.34864484,-71.01292259,106.8335392,78.04425049,71.26000214,19.5,36.22613437,13.90977097,11.30622959,18
362.8910406,42.34924805,-71.01264041,100.872547,72.08496094,71.48000336,19.29999924,36.30052479,13.84591484,11.11578465,19
363.9009732,42.349883,-71.01235526,98.30191389,69.51611328,72.66000366,18.89999962,36.37366817,14.74466133,10.97452831,21
364.8928902,42.35051947,-71.01213047,96.22404833,67.44000244,72.20999908,16.29999924,36.44675436,14.241045,10.96023941,21
365.9011817,42.35114788,-71.01186978,94.32318461,65.54089355,71.91999817,17.29999924,36.51703559,14.22238064,10.94926834,21
366.9010025,42.35173354,-71.01154816,87.98068356,59.20007324,70.87999725,19.10000038,36.58930013,14.26485157,10.14365578,21
367.8993832,42.35234277,-71.01124199,81.14386843,52.36499023,71.33999634,19.10000038,36.66037198,12.86098194,9.451468468,20
368.9009756,42.3529376,-71.01092549,74.64881992,45.87164307,71.23999786,19.79999924,36.73121148,12.83087254,9.409118652,21
369.9045815,42.35353587,-71.01062922,69.29500956,40.51953125,71.15000153,19.79999924,36.80237895,12.62545681,9.169041634,19
370.8913748,42.35413033,-71.01030829,65.01663412,36.24285889,71.43000031,20.39999962,36.8745641,12.89476681,9.167154312,20
371.8891576,42.35473275,-71.00998094,61.70777805,32.93572998,72.04000092,21,36.94670058,13.2083292,9.1863451,20
372.8885477,42.35534917,-71.00970731,59.21959579,30.44927979,71.70999908,20.10000038,37.02083628,14.65558624,9.169044495,21
373.8993416,42.35597971,-71.00941415,57.7527895,28.98425293,72.58999634,19.79999924,37.08789331,16.14985085,9.389333725,21
374.8871208,42.3565379,-71.00910526,54.31203781,25.54510498,69.98999786,21,37.15962333,14.7092886,9.235895157,22
375.8863922,42.35714242,-71.00880059,54.01661692,25.25140381,71.16999817,21,37.23330135,15.77613926,9.500597954,22
376.8854811,42.35775783,-71.00846825,52.60561266,23.84216309,74.70999908,23.89999962,37.30703981,17.16217995,9.648838997,21
377.8874498,42.35833005,-71.0080147,52.08771523,23.32598877,75.62999725,30.10000038,37.38268247,18.88249588,10.11238766,20
378.8913536,42.35894146,-71.0076111,51.50236356,22.74243164,75.36000061,27.70000076,37.45689582,22.03987312,10.52654839,16
379.8919512,42.35958367,-71.00736522,51.12326183,22.3651123,75.31999969,24.5,37.52105569,22.26755333,10.96176434,14
380.8898942,42.36011648,-71.00706551,51.56710138,22.81048584,68.30000305,24.89999962,37.5897161,22.47097397,11.37596798,10
381.8899173,42.36068646,-71.00674411,51.286163,22.53118896,70.12999725,24.10000038,37.6625408,25.22881508,11.85808277,6
382.8879476,42.36121616,-71.00622286,51.50100078,22.74768066,68.58000183,27.10000038,37.73443358,29.29691887,12.93119717,7
383.8884264,42.36168118,-71.00561494,47.18824379,18.4364624,67.52999878,30,37.78882723,30.08413315,13.294734,10
384.8915047,42.36216164,-71.00573934,46.9064483,18.15582275,58.09999847,21.5,37.84101571,25.69202423,14.03473186,12
385.8854217,42.36261211,-71.00556103,45.81199378,17.06262207,56.27000046,19.20000076,37.89259201,25.44952965,14.53580856,14
386.8889903,42.36306877,-71.00545103,44.43881527,15.69067383,55.15000153,18.70000076,37.9418669,21.87202072,14.82281017,16
387.8925953,42.36350624,-71.0053554,44.67238353,15.92541504,50.75999832,19,37.98991126,19.13303375,14.6635828,16
388.8883437,42.3639348,-71.00528098,40.59269331,11.84686279,49.66999817,19.29999924,38.03725968,15.84052849,14.02841187,19
389.8928379,42.36434548,-71.0051287,38.89145232,10.14675903,47.27999878,18.89999962,38.08346901,14.54223728,13.17658806,19
390.8907301,42.36473857,-71.00494622,38.2540816,9.510498047,45.27999878,20.10000038,38.12810599,13.97743607,12.51573849,20
391.8885535,42.36512797,-71.00481421,34.93803847,6.195526123,45.27999878,18.60000038,38.16811848,13.80701733,11.91177082,19
392.8909851,42.3654755,-71.00468791,33.74493887,5.003387451,40.91999817,19.70000076,38.20800123,12.81650829,11.18585587,19
393.8894351,42.36581893,-71.00454789,31.74999244,3.009399414,39.81000137,20,38.2455299,12.14051342,10.06928635,19
394.8899979,42.36614101,-71.00441138,29.08078617,0.341094971,38.04000092,19.5,38.28191517,11.62042809,9.264138222,18
395.8946456,42.36645631,-71.00429293,26.5993823,-2.139434814,36.40000153,19,38.31729179,11.17348957,8.25332737,19
396.8888279,42.36675971,-71.00416334,24.44154976,-4.296417236,34.79999924,19.5,38.34898016,10.8416853,7.529014587,19
397.8947688,42.3670321,-71.00404996,22.75237269,-5.984832764,32.27999878,20.5,38.37969755,10.45825672,6.623953342,20
398.8900728,42.3672929,-71.00392668,20.94786307,-7.788604736,30.04999924,20.39999962,38.40868223,10.33812428,6.351861954,21
399.8884851,42.36753765,-71.00380529,18.67202104,-10.06375122,28.57999992,21.5,38.43501256,10.38929367,6.250531673,21
400.8895491,42.3677598,-71.00369433,17.81000009,-10.92514038,24.62999916,19.79999924,38.4577444,10.2338438,5.984764099,20
401.8890657,42.36795465,-71.00361061,15.29993232,-13.43466187,22.34000015,19.29999924,38.47806656,10.27524853,5.530627251,20
402.9024262,42.36812811,-71.0035327,12.79257759,-15.94152832,19.95000076,20.10000038,38.49554148,10.14159203,4.969619751,21
403.8934019,42.36827902,-71.00347333,12.49537419,-16.23831177,17.22999954,19.20000076,38.5122483,10.01133823,4.803456306,21
404.8904069,42.36841796,-71.00339593,12.25028447,-16.48300171,15.06000042,21.20000076,38.52637512,9.935046196,4.610546112,21
405.8978175,42.36853965,-71.00334653,11.19504383,-17.53790283,13.72000027,20.20000076,38.53993335,9.935046196,4.610169888,21
406.8994772,42.36865285,-71.0032852,10.71086291,-18.02175903,12.67000008,21.79999924,38.55332912,10.13494873,4.705683708,22
407.8968479,42.3687686,-71.00324,10.25897239,-18.47332764,13.14999962,17.60000038,38.56378055,10.43917751,4.834814072,22
408.9088335,42.36886131,-71.00321906,10.41210472,-18.31994629,10.97999954,14.89999962,38.57098458,10.51225185,4.96178484,23
409.8972149,42.36892546,-71.00320679,8.742439065,-19.98944092,8.390000343,6.099999905,38.57883869,10.32660866,4.822481155,23
410.8954951,42.36899609,-71.00320581,7.755044872,-20.97665405,8,359,38.58738735,10.3003912,4.398893356,24
411.8943527,42.36907295,-71.00320818,6.839688696,-21.89181519,7.489999771,350,38.5950818,9.935046196,4.16883707,25
412.8967516,42.36914197,-71.00321489,7.634163413,-21.09716797,7.300000191,353.7000122,38.60311882,10.102705,4.05412817,24
413.9040295,42.36920611,-71.00325999,8.336112977,-20.39508057,7.039999962,338.6000061,38.61278002,10.31080627,4.054375648,24
414.8975257,42.36926603,-71.00334515,8.900004442,-19.83108521,8.579999924,317.6000061,38.62077183,10.22291183,4.000657558,24
415.898522,42.36931094,-71.0034211,7.269440415,-21.46157837,8.039999962,317.8999939,38.62929043,9.935046196,3.838569403,25
416.8989473,42.36936157,-71.00349892,6.940010315,-21.79092407,8.170000076,315,38.63759393,10.23294735,3.962276459,25
417.8932308,42.36941238,-71.00357299,6.395092969,-22.33575439,8.369999886,313.2000122,38.6460199,10.17167377,3.885888577,24
418.8943421,42.36946673,-71.00364446,6.539099402,-22.19165039,8.510000229,315,38.65495667,10.66616535,3.841578722,24
419.8987959,42.36952073,-71.00372503,6.357336844,-22.37332153,8.279999733,309,38.66298339,10.76709747,3.933755636,24
420.8915588,42.36957025,-71.00379612,6.236859553,-22.49371338,8.130000114,309.5,NaN,10.90993309,3.881691694,24
